         17821262 function calls (15304465 primitive calls) in 61.145 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 selectors.py:81(BaseSelector)
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
        1    0.000    0.000    0.000    0.000 _covariance.py:463(CovViaPrecision)
       21    0.000    0.000    0.000    0.000 utils.py:48(_set_function_name)
        1    0.000    0.000    0.000    0.000 _testutils.py:76(_TestPythranFunc)
        1    0.000    0.000    0.000    0.000 case.py:207(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 propbank.py:166(PropbankInstance)
        4    0.000    0.000    0.000    0.000 __init__.py:91(_replace_charref)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 casual.py:306(TweetTokenizer)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 compat.py:39(_decorator)
        1    0.000    0.000    0.000    0.000 wordfinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:962(FormElement)
        1    0.000    0.000    0.000    0.000 doccer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _interpolate.py:385(interp1d)
        1    0.000    0.000    0.000    0.000 models.py:357(CliDetectionResult)
        1    0.000    0.000    0.000    0.000 _kdtree.py:98(Rectangle)
        1    0.000    0.000    0.000    0.000 _cubic.py:157(PchipInterpolator)
       16    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:522(Formatter)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 mace.py:22(MaceCommand)
        1    0.000    0.000    0.000    0.000 linearlogic.py:181(VariableExpression)
        1    0.000    0.000    0.000    0.000 cfg.py:566(CFGDemo)
       22    0.000    0.000    0.000    0.000 _codata.py:1568(_check_obsolete)
        1    0.000    0.000    0.000    0.000 pydoc.py:522(__init__)
        1    0.000    0.000    0.000    0.000 pydoc.py:1129(TextRepr)
       29    0.000    0.000    0.000    0.000 _regex_core.py:3712(__del__)
        1    0.000    0.000    0.000    0.000 parser.py:95(reset)
        1    0.000    0.000    0.000    0.000 triangulation.py:5(Complex)
        2    0.000    0.000    0.000    0.000 _regex_core.py:2547(get_required_string)
        6    0.000    0.000    0.000    0.000 typing.py:1217(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:805(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:274(__init__)
        1    0.000    0.000    0.000    0.000 font.py:26(Font)
        6    0.000    0.000    0.000    0.000 __init__.py:652(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:437(LibraryLoader)
        1    0.000    0.000    0.000    0.000 utils.py:1961(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 __meta__.py:82(__new__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2793(genextreme_gen)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2505(rebuild)
        1    0.000    0.000    0.000    0.000 naivebayes.py:43(NaiveBayesClassifier)
        1    0.000    0.000    0.000    0.000 util.py:491(PickleCorpusView)
        1    0.000    0.000    0.000    0.000 extras.py:1497(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 _arrays.py:10(_sparray)
        1    0.000    0.000    0.000    0.000 featurechart.py:46(FeatureTreeEdge)
        1    0.000    0.000    0.000    0.000 util.py:21(VectorSpaceClusterer)
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_adapter}
        1    0.000    0.000    0.000    0.000 _lxml.py:37(_invert)
        1    0.000    0.000    0.000    0.000 __init__.py:1784(__init__)
        1    0.000    0.000    0.000    0.000 boxer.py:1435(BoxerWhq)
       12    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
       16    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 util.py:32(StreamBackedCorpusView)
        1    0.000    0.000    0.000    0.000 {built-in method _winapi.GetExitCodeProcess}
        1    0.000    0.000    0.000    0.000 _internal.py:249(_ctypes)
        1    0.000    0.000    0.000    0.000 chart.py:225(TreeEdge)
        6    0.000    0.000    0.000    0.000 chart.py:1158(__init__)
        1    0.000    0.000    0.000    0.000 gdfa.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lazyimport.py:25(LazyModule)
        1    0.000    0.000    0.000    0.000 __init__.py:12(<listcomp>)
        1    0.000    0.000    0.000    0.000 rule.py:94(Rule)
        1    0.000    0.000    0.000    0.000 wordnet.py:130(_WordNetObject)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.000    0.000 utils.py:2520(_get_glibc_version)
        1    0.000    0.000    0.000    0.000 _kdtree.py:287(node)
        1    0.000    0.000    0.000    0.000 report.py:6(ReportBase)
        1    0.000    0.000    0.000    0.000 HelperClass.py:71(Token)
        1    0.000    0.000    0.000    0.000 _qmc.py:1301(Sobol)
        1    0.000    0.000    0.000    0.000 decorators.py:23(<listcomp>)
        5    0.000    0.000    0.000    0.000 _regex_core.py:4073(get_while)
        1    0.000    0.000    0.000    0.000 lexicon.py:80(CCGLexicon)
        1    0.000    0.000    0.000    0.000 {built-in method nt.close}
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        3    0.000    0.000    0.000    0.000 signal.py:49(decorator)
        1    0.000    0.000    0.000    0.000 _covariance.py:556(CovViaEigendecomposition)
       20    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 evaluate.py:115(Valuation)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3397(Sequence)
        1    0.000    0.000    0.000    0.000 contextlib.py:452(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1322(make_mask_descr)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:437(alpha_gen)
        1    0.000    0.000    0.000    0.000 _polyint.py:17(_Interpolator1D)
        1    0.000    0.000    0.000    0.000 xmlreader.py:11(XMLReader)
        1    0.000    0.000    0.000    0.000 brill.py:21(Word)
        1    0.000    0.000    0.000    0.000 api.py:420(SyntaxCorpusReader)
        2    0.000    0.000    0.000    0.000 lexicon.py:89(__init__)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
        1    0.000    0.000    0.000    0.000 calendar.py:71(_localized_day)
        1    0.000    0.000    0.000    0.000 discourse.py:62(ReadingCommand)
        1    0.000    0.000    0.000    0.000 __init__.py:863(Handler)
        1    0.000    0.000    0.000    0.000 association.py:164(BigramAssocMeasures)
        1    0.000    0.000    0.000    0.000 __init__.py:3050(Entry)
        1    0.000    0.000    0.000    0.000 simpledialog.py:31(SimpleDialog)
        1    0.000    0.000    0.000    0.000 case.py:1361(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:12(LRUDict)
        1    0.000    0.000    0.000    0.000 _interpolate.py:795(_PPolyBase)
        1    0.000    0.000    0.000    0.000 __init__.py:1931(__init__)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 difflib.py:1666(HtmlDiff)
        9    0.000    0.000    0.000    0.000 doccer.py:72(inherit_docstring_from)
        1    0.000    0.000    0.000    0.000 util.py:1448(StackWidget)
        1    0.000    0.000    0.000    0.000 api.py:83(CCGVar)
        3    0.000    0.000    0.000    0.000 typing.py:185(_type_repr)
        1    0.000    0.000    0.000    0.000 __init__.py:3180(Listbox)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2481(Character)
        1    0.000    0.000    0.000    0.000 saxutils.py:227(XMLFilterBase)
        1    0.000    0.000    0.000    0.000 glue.py:540(Glue)
        7    0.000    0.000    0.000    0.000 __init__.py:102(CFunctionType)
        1    0.000    0.000    0.000    0.000 repp.py:21(ReppTokenizer)
        1    0.000    0.000    0.000    0.000 bllip.py:114(BllipParser)
        1    0.000    0.000    0.000    0.000 util.py:2090(EntryDialog)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 utils.py:2027(suppress_warnings)
        1    0.000    0.000    0.000    0.000 udhr.py:9(UdhrCorpusReader)
        7    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
        3    0.000    0.000    0.000    0.000 element.py:33(_alias)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8467(triang_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:3296(Menu)
        1    0.000    0.000    0.000    0.000 legacy.py:52(CharsetNormalizerMatches)
        1    0.000    0.000    0.000    0.000 _ode.py:837(vode)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4281(geninvgauss_gen)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        2    0.000    0.000    0.000    0.000 _pep440.py:45(Infinity)
        2    0.000    0.000    0.000    0.000 _pep440.py:77(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 subprocess.py:1339(_filter_handle_list)
        1    0.000    0.000    0.000    0.000 __init__.py:1291(Manager)
        1    0.000    0.000    0.000    0.000 distance.py:1949(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __meta__.py:39(Version)
        3    0.000    0.000    0.000    0.000 _regex_core.py:3058(fix_groups)
        1    0.000    0.000    0.000    0.000 stanford.py:31(StanfordTagger)
       31    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:111(TreeBuilder)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3016(multinomial_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:4085(PhotoImage)
        1    0.000    0.000    0.000    0.000 util.py:51(ChunkScore)
        2    0.000    0.000    0.000    0.000 sysconfig.py:247(get_preferred_scheme)
        1    0.000    0.000    0.000    0.000 zipfile.py:318(ZipInfo)
        4    0.000    0.000    0.000    0.000 _regex_core.py:3485(has_simple_start)
        1    0.000    0.000    0.000    0.000 plaintext.py:172(EuroparlCorpusReader)
        2    0.000    0.000    0.000    0.000 lexicon.py:259(<listcomp>)
        1    0.000    0.000    0.000    0.000 segmentation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 traceback.py:335(StackSummary)
        1    0.000    0.000    0.000    0.000 _exceptions.py:215(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 core.py:1308(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4207(multivariate_t_gen)
        1    0.000    0.000    0.000    0.000 nombank.py:170(NombankInstance)
        1    0.000    0.000    0.000    0.000 chart.py:58(CCGEdge)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1037(randint_gen)
        1    0.000    0.000    0.000    0.000 drt.py:301(DRS)
        1    0.000    0.000    0.000    0.000 regexp.py:179(__init__)
        1    0.000    0.000    0.000    0.000 rte_classify.py:25(RTEFeatureExtractor)
        1    0.000    0.000    0.000    0.000 chart.py:430(Chart)
        1    0.000    0.000    0.000    0.000 recursivedescent.py:345(SteppingRecursiveDescentParser)
        1    0.000    0.000    0.000    0.000 _qmc.py:1962(MultivariateNormalQMC)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2358(wishart_frozen)
        1    0.000    0.000    0.000    0.000 perceptron.py:28(AveragedPerceptron)
        1    0.000    0.000    0.000    0.000 prettyprinter.py:45(TreePrettyPrinter)
        1    0.000    0.000    0.000    0.000 util.py:1041(OvalWidget)
        2    0.000    0.000    0.000    0.000 typing.py:1093(<listcomp>)
        4    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        1    0.000    0.000    0.000    0.000 _datasource.py:196(DataSource)
        1    0.000    0.000    0.000    0.000 models.py:30(Lidstone)
        1    0.000    0.000    0.000    0.000 bracket_parse.py:125(CategorizedBracketParseCorpusReader)
        1    0.000    0.000    0.000    0.000 downloader.py:199(Package)
        1    0.000    0.000    0.000    0.000 util.py:2007(ShowText)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 typing.py:1250(__repr__)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1510(XMLParser)
        1    0.000    0.000    0.000    0.000 probability.py:1833(ConditionalFreqDist)
        1    0.000    0.000    0.000    0.000 nosetester.py:112(NoseTester)
        1    0.000    0.000    0.000    0.000 _qmc.py:1638(PoissonDisk)
        1    0.000    0.000    0.000    0.000 _mannwhitneyu.py:19(_MWU)
        1    0.000    0.000    0.000    0.000 api.py:69(StringTokenizer)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
       14    0.000    0.000    0.000    0.000 sre_parse.py:163(__delitem__)
        2    0.000    0.000    0.000    0.000 _pep440.py:165(LegacyVersion)
        1    0.000    0.000    0.000    0.000 pydoc.py:1131(__init__)
        1    0.000    0.000    0.000    0.000 confusionmatrix.py:13(ConfusionMatrix)
        4    0.000    0.000    0.000    0.000 logic.py:130(<listcomp>)
       11    0.000    0.000    0.000    0.000 _regex_core.py:3206(_compile)
        1    0.000    0.000    0.000    0.000 arlstem.py:32(ARLSTem)
        1    0.000    0.000    0.000    0.000 blas.py:239(<dictcomp>)
        1    0.000    0.000    0.000    0.000 logic.py:1491(IndividualVariableExpression)
        5    0.000    0.000    0.000    0.000 _regex_core.py:4280(_check_group_features)
        1    0.000    0.000    0.000    0.000 semcor.py:19(SemcorCorpusReader)
        1    0.000    0.000    0.000    0.000 HelperClass.py:156(__init__)
        4    0.000    0.000    0.000    0.000 iterative.py:119(set_docstring)
        1    0.000    0.000    0.000    0.000 __init__.py:2501(Grid)
        1    0.000    0.000    0.000    0.000 util.py:1766(CanvasFrame)
        1    0.000    0.000    0.000    0.000 glob.py:26(iglob)
        2    0.000    0.000    0.000    0.000 __init__.py:715(__init__)
        1    0.000    0.000    0.000    0.000 dumb.py:35(_Database)
